2026-05-10T15:48:49.892014, notepad.exe, C:\Users\tudor\Desktop\notepad.exe, 0, BENIGN, 0
2026-05-10T15:51:47.799707, notepad.exe, C:\Users\tudor\Desktop\notepad.exe, 0, BENIGN, 0
